diagnosedatum;kanton;bezirk;gemeinde;seuchengruppe;tierseuche;tierart;tierkategorie;anzahlinfizierterfaelle;anzahlgetoetefaelle
"08.03.2007";"Bern";"Signau";"Langnau im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.03.2007";"Bern";"Thun (bis 2010)";"Sigriswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"19.03.2007";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.03.2007";"Bern";"Fraubrunnen";"Iffwil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";3;0
"04.04.2007";"Bern";"Frutigen";"Aeschi bei Spiez";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.03.2007";"Bern";"Bern";"Bern";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"09.04.2007";"Bern";"Seftigen";"Rümligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
"10.04.2007";"Bern";"Bern";"Wohlen bei Bern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"24.04.2007";"Bern";"Fraubrunnen";"Grafenried";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.04.2007";"Bern";"Konolfingen";"Tägertschi";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2007";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"17.04.2007";"Bern";"Niedersimmental";"Spiez";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
"13.04.2007";"Bern";"Signau";"Röthenbach im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"12.04.2007";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
"11.04.2007";"Bern";"Thun (bis 2010)";"Oberlangenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.04.2007";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2007";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;0
"12.04.2007";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"16.04.2007";"Bern";"Erlach";"Ins";"Zu überwachende Seuchen";"Echinococcose";"anderes Haustier";"";0;0
"16.04.2007";"Bern";"Fraubrunnen";"Jegenstorf";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"18.04.2007";"Bern";"Konolfingen";"Schlosswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"18.04.2007";"Bern";"Konolfingen";"Worb";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"24.04.2007";"Bern";"Obersimmental";"Lenk";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.04.2007";"Bern";"Schwarzenburg";"Rüeggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.04.2007";"Bern";"Thun (bis 2010)";"Längenbühl";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"26.04.2007";"Bern";"Trachselwald";"Huttwil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"24.04.2007";"Bern";"Frutigen";"Frutigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"19.04.2007";"Bern";"Büren";"Pieterlen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";7;0
"20.04.2007";"Bern";"Fraubrunnen";"Moosseedorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"24.04.2007";"Bern";"Konolfingen";"Tägertschi";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.04.2007";"Bern";"Nidau";"Safnern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2007";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"21.04.2007";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2007";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.04.2007";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"22.04.2007";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.04.2007";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2007";"Bern";"Wangen";"Walliswil bei Niederbipp";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"12.04.2007";"Bern";"Trachselwald";"Huttwil";"Zu überwachende Seuchen";"Echinococcose";"Hund";"";0;0
"18.04.2007";"Bern";"Frutigen";"Adelboden";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"18.04.2007";"Bern";"Konolfingen";"Walkringen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.04.2007";"Bern";"Niedersimmental";"Diemtigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"18.04.2007";"Bern";"Schwarzenburg";"Guggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.04.2007";"Bern";"Signau";"Langnau im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.04.2007";"Bern";"Thun (bis 2010)";"Wachseldorn";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.04.2007";"Bern";"Trachselwald";"Sumiswald";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"27.04.2007";"Bern";"Konolfingen";"Arni (BE)";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";8;0
"21.04.2007";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";14;0
"31.03.2007";"Bern";"Aarberg";"Meikirch";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";15;0
"24.04.2007";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";7;0
"23.04.2007";"Bern";"Nidau";"Ligerz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";5;0
"24.04.2007";"Bern";"Thun (bis 2010)";"Unterlangenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";20;0
"30.04.2007";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";15;0
"15.04.2007";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";8;0
"23.04.2007";"Bern";"Frutigen";"Frutigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"21.04.2007";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";5;0
"25.04.2007";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";5;0
"21.04.2007";"Bern";"Interlaken";"Beatenberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";8;0
"23.04.2007";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";12;0
"18.04.2007";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";5;0
"02.05.2007";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";10;0
"02.05.2007";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
"25.04.2007";"Bern";"Frutigen";"Frutigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.11.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";1;0
"01.07.2002";"Bern";"Wangen";"Seeberg";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";1;0
"10.07.2002";"Bern";"Thun (bis 2010)";"Fahrni";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"11.07.2002";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu überwachende Seuchen";"Lungenadenomatose";"Schaf";"";1;0
"17.07.2002";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Paratuberkulose";"Rind";"";0;0
"07.07.2002";"Bern";"Aarwangen";"Thunstetten";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"08.07.2002";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"07.07.2002";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"28.06.2002";"Bern";"Seftigen";"Burgistein";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";3;0
"16.07.2002";"Bern";"Konolfingen";"Bleiken bei Oberdiessbach";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"16.07.2002";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.07.2002";"Bern";"Seftigen";"Kirchdorf (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"24.07.2002";"Bern";"Courtelary";"Orvin";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";3;0
"02.05.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2002";"Bern";"Konolfingen";"Niederhünigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
"24.04.2002";"Bern";"Konolfingen";"Freimettigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"26.04.2002";"Bern";"Konolfingen";"Niederhünigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.05.2002";"Bern";"Obersimmental";"Lenk";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"20.04.2002";"Bern";"Nidau";"Bühl";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";5;0
"26.04.2002";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"13.05.2002";"Bern";"Courtelary";"Mont-Tramelan";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.05.2002";"Bern";"Seftigen";"Burgistein";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;0
"25.04.2002";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"30.04.2002";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"08.05.2002";"Bern";"Konolfingen";"Aeschlen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"17.05.2002";"Bern";"Interlaken";"Lauterbrunnen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"21.05.2002";"Bern";"Wangen";"Seeberg";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"29.05.2002";"Bern";"Aarwangen";"Kleindietwil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;1
"03.06.2002";"Bern";"Wangen";"Oberbipp";"Zu überwachende Seuchen";"Toxoplasmose";"Katze";"";1;1
"09.08.2002";"Bern";"Konolfingen";"Biglen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"19.08.2002";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.08.2002";"Bern";"Trachselwald";"Walterswil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;1
"19.08.2002";"Bern";"Interlaken";"Grindelwald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.08.2002";"Bern";"Aarwangen";"Busswil bei Melchnau";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";3;0
"21.08.2002";"Bern";"Signau";"Langnau im Emmental";"Auszurottende Seuchen";"Bovine spongiforme Enzephalopathie (BSE)";"Rind";"";1;0
"03.09.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";2;1
"26.08.2002";"Bern";"Thun (bis 2010)";"Thun";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.08.2002";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;0
"09.09.2002";"Bern";"Aarwangen";"Melchnau";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";2;0
"30.07.2002";"Bern";"La Neuveville";"Nods";"Zu überwachende Seuchen";"Virale hämorrhagische Krankheit der Kaninchen";"Kaninchen";"";0;1
"26.07.2002";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu überwachende Seuchen";"Echinococcose";"Hund";"";0;0
"23.07.2002";"Bern";"Aarberg";"Rapperswil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"06.08.2002";"Bern";"Konolfingen";"Schlosswil";"Auszurottende Seuchen";"Bovine spongiforme Enzephalopathie (BSE)";"Rind";"";1;1
"08.08.2002";"Bern";"Büren";"Leuzigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"08.08.2002";"Bern";"Büren";"Leuzigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"29.07.2002";"Bern";"Büren";"Leuzigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"12.07.2002";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"20.07.2002";"Bern";"Konolfingen";"Brenzikofen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"22.07.2002";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.09.2002";"Bern";"Aarwangen";"Kleindietwil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;1
"10.10.2002";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;1
"02.10.2002";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";4;0
"10.10.2002";"Bern";"Aarberg";"Schüpfen";"Zu bekämpfende Seuchen";"Paratuberkulose";"Rind";"";1;1
"23.09.2002";"Bern";"Konolfingen";"Bleiken bei Oberdiessbach";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"16.10.2002";"Bern";"Büren";"Büren an der Aare";"Auszurottende Seuchen";"Bovine spongiforme Enzephalopathie (BSE)";"Rind";"";1;1
"25.10.2002";"Bern";"Trachselwald";"Walterswil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";4;0
"29.10.2002";"Bern";"Seftigen";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";0;0
"13.11.2002";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Schafräude (2009 aus TSV gestrichen)";"Schaf";"";0;0
"08.11.2002";"Bern";"Signau";"Eggiwil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"08.11.2002";"Bern";"Seftigen";"Mühledorf (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"08.11.2002";"Bern";"Aarwangen";"Langenthal";"Zu bekämpfende Seuchen";"Chlamydiose der Vögel";"Papagei";"";1;0
"14.11.2002";"Bern";"Bern";"Ittigen";"Zu bekämpfende Seuchen";"Chlamydiose der Vögel";"Papagei";"";1;0
"11.11.2002";"Bern";"Biel";"Biel (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;0
"16.12.2002";"Bern";"Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Schafräude (2009 aus TSV gestrichen)";"Schaf";"";70;0
"14.01.2003";"Bern";"Signau";"Rüderswil";"Zu überwachende Seuchen";"Coxiellose";"Ziege";"";2;0
"13.01.2003";"Bern";"Konolfingen";"Freimettigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"13.01.2003";"Bern";"Oberhasli";"Innertkirchen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.01.2003";"Bern";"Schwarzenburg";"Wahlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.01.2003";"Bern";"Aarberg";"Seedorf (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.01.2003";"Bern";"Signau";"Lauperswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"10.02.2003";"Bern";"La Neuveville";"Nods";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"01.03.2003";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;1
"28.02.2003";"Bern";"Trachselwald";"Wyssachen";"Zu überwachende Seuchen";"Pseudotuberkulose der Schafe und Ziegen";"Ziege";"";1;0
"27.02.2003";"Bern";"Interlaken";"Interlaken";"Zu überwachende Seuchen";"Pseudotuberkulose der Schafe und Ziegen";"Ziege";"";1;0
"25.02.2003";"Bern";"Schwarzenburg";"Guggisberg";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"27.02.2003";"Bern";"Seftigen";"Rüti bei Riggisberg";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"06.03.2003";"Bern";"Signau";"Langnau im Emmental";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"06.03.2003";"Bern";"Thun (bis 2010)";"Höfen";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"07.03.2003";"Bern";"Trachselwald";"Trachselwald";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"15.03.2003";"Bern";"Büren";"Büetigen";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";2;0
"19.03.2003";"Bern";"Signau";"Signau";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"19.03.2003";"Bern";"Trachselwald";"Trachselwald";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"20.03.2003";"Bern";"Konolfingen";"Arni (BE)";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"20.03.2003";"Bern";"Fraubrunnen";"Münchenbuchsee";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"13.03.2003";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;0
"28.03.2003";"Bern";"Burgdorf";"Höchstetten";"Zu überwachende Seuchen";"Listeriose";"Ziege";"";0;1
"14.03.2003";"Bern";"Interlaken";"Schwanden bei Brienz";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"04.03.2003";"Bern";"Seftigen";"Niedermuhlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"27.03.2003";"Bern";"Thun (bis 2010)";"Fahrni";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"24.03.2000";"Bern";"Aarberg";"Radelfingen";"Zu überwachende Seuchen";"Trichinellose";"Luchs";"";1;0
"15.03.2000";"Bern";"Schwarzenburg";"Albligen";"Zu überwachende Seuchen";"Varroa destructor";"Bienen";"";0;0
"15.03.2000";"Bern";"Signau";"Eggiwil";"Zu überwachende Seuchen";"Pseudotuberkulose der Schafe und Ziegen";"Ziege";"";1;0
"15.03.2000";"Bern";"Konolfingen";"Oberthal";"Zu überwachende Seuchen";"Bösartiges Katarrhalfieber (2009 aus TSV gestrichen)";"Rind";"";1;0
"15.02.2000";"Bern";"Obersimmental";"Boltigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"15.02.2000";"Bern";"Interlaken";"Iseltwald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"27.09.2000";"Bern";"Interlaken";"Leissigen";"Zu überwachende Seuchen";"Virale hämorrhagische Krankheit der Kaninchen";"Kaninchen";"";1;0
"25.08.2000";"Bern";"Büren";"Wengi";"Zu bekämpfende Seuchen";"Salmonella-Enteritidis-Infektion der Hühner (bis 2007)";"Huhn";"";0;2000
"18.08.2000";"Bern";"Bern";"Wohlen bei Bern";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";1;0
"12.08.2000";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;6
"15.04.2000";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu überwachende Seuchen";"Bösartiges Katarrhalfieber (2009 aus TSV gestrichen)";"Rind";"";0;0
"15.05.2000";"Bern";"Oberhasli";"Meiringen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"15.05.2000";"Bern";"Signau";"Röthenbach im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"15.05.2000";"Bern";"Biel";"Evilard";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";0;0
"15.05.2000";"Bern";"Nidau";"Port";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";0;0
"15.05.2000";"Bern";"Nidau";"Täuffelen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";0;0
"15.05.2000";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";0;0
"15.05.2000";"Bern";"Aarberg";"Schüpfen";"Zu überwachende Seuchen";"Bösartiges Katarrhalfieber (2009 aus TSV gestrichen)";"Hirsch";"";0;0
"22.06.2000";"Bern";"Wangen";"Bollodingen";"Zu überwachende Seuchen";"Listeriose";"Schaf";"";1;1
"27.06.2000";"Bern";"Aarberg";"Rapperswil (BE)";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"04.07.2000";"Bern";"Seftigen";"Uttigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";3;0
"26.06.2000";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"26.06.2000";"Bern";"Wangen";"Rohrbachgraben";"Zu überwachende Seuchen";"Lungenadenomatose";"Schaf";"";0;0
"26.06.2000";"Bern";"Niedersimmental";"Erlenbach im Simmental";"Zu überwachende Seuchen";"Varroa destructor";"Bienen";"";0;0
"04.07.2000";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"04.08.2000";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";10;0
"16.08.2000";"Bern";"Oberhasli";"Meiringen";"Auszurottende Seuchen";"Bovine spongiforme Enzephalopathie (BSE)";"Rind";"";1;1
"17.08.2000";"Bern";"Courtelary";"Orvin";"Zu überwachende Seuchen";"Rauschbrand";"Rind";"";4;4
"11.08.2000";"Bern";"Thun (bis 2010)";"Fahrni";"Zu bekämpfende Seuchen";"Schafräude (2009 aus TSV gestrichen)";"Schaf";"";1;0
"26.07.2000";"Bern";"Seftigen";"Uttigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";3;3
"07.08.2000";"Bern";"Seftigen";"Gelterfingen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";7;7
"07.08.2000";"Bern";"Seftigen";"Gelterfingen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;4
"08.08.2000";"Bern";"Seftigen";"Gelterfingen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";7;7
"20.07.2000";"Bern";"Schwarzenburg";"Rüschegg";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";4;0
"26.07.2000";"Bern";"Seftigen";"Uttigen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";4;4
"05.07.2000";"Bern";"Obersimmental";"Lenk";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";10;0
"11.08.2000";"Bern";"Frutigen";"Frutigen";"Zu überwachende Seuchen";"Trichinellose";"Luchs";"";0;0
"02.03.1999";"Bern";"Signau";"Langnau im Emmental";"Auszurottende Seuchen";"Bovine spongiforme Enzephalopathie (BSE)";"Rind";"";0;0
"21.02.1999";"Bern";"Fraubrunnen";"Etzelkofen";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";0;0
