Country,StartTime,Work and study,Travel to/from work/study,Household work,Sleep and other personal care,Eating,Freetime,TV and video,Unspecified time
Finland,12:00,28.71,0.69,27.44,4.37,12.94,21.9,2.53,1.42
Finland,12:10,29.61,0.63,27.18,3.92,12.76,21.97,2.6,1.32
Finland,12:20,30.45,0.56,26.87,3.93,11.44,22.69,2.75,1.31
Finland,12:30,31.93,0.59,26.09,4.04,9.35,23.79,2.86,1.34
Finland,12:40,32.41,0.68,26.12,3.82,8.29,24.15,3,1.52
Finland,12:50,32.7,0.78,25.33,3.84,9.06,23.81,3.16,1.33
Finland,13:00,33.02,0.87,24.96,4.18,9.14,23.14,3.21,1.47
Finland,13:10,33.32,0.73,24.79,4.05,8.65,23.44,3.38,1.63
Finland,13:20,33.61,0.95,24.85,4.11,7.86,23.53,3.69,1.41
Finland,13:30,33.79,1.37,24.19,4.12,7.22,24.26,3.64,1.41
Finland,13:40,33.68,1.34,23.76,4.26,7.45,24.35,3.83,1.33
Finland,13:50,33.86,1.04,23.48,4.51,7.52,24.37,3.85,1.36
Finland,14:00,32.89,1.72,24.27,3.97,9.06,22.81,3.79,1.49
Finland,14:10,32.88,1.29,23.88,4.01,9.25,23.67,3.72,1.3
Finland,14:20,32.96,1.08,23.84,4.05,7.8,24.89,4.12,1.26
Finland,14:30,32.12,1.54,25.08,3.98,6.89,24.65,4.42,1.33
Finland,14:40,31.89,1.56,24.43,4.17,6.67,25.21,4.88,1.19
Finland,14:50,31.8,1.38,24.42,3.91,6.72,25.28,5.14,1.33
Finland,15:00,29.16,2.79,25.27,4.65,7.09,24.25,5.52,1.27
Finland,15:10,28.42,2.72,25.75,4.25,7.44,24.71,5.57,1.14
Finland,15:20,27.94,2.2,26.36,4.27,7.23,25.09,5.69,1.21
Finland,15:30,25.19,4.07,26.7,4.71,6.77,25.42,5.83,1.3
Finland,15:40,24.13,3.54,27.09,4.59,6.89,26.37,6.04,1.35
Finland,15:50,23.41,3.12,26.94,4.63,7.75,26.64,6.26,1.24
Finland,16:00,18.98,5.84,26.88,4.77,9.08,26.4,6.49,1.57
Finland,16:10,18.13,4.48,27.6,4.53,10.14,26.71,7.02,1.39
Finland,16:20,17.29,3.87,27.7,4.43,9.92,27.31,8.07,1.42
Finland,16:30,15.8,3.79,27.41,4.82,8.6,27.43,10.6,1.55
Finland,16:40,15.57,2.96,26.66,4.64,8.9,28.69,11.23,1.34
Finland,16:50,15.4,2.28,26.47,4.58,9.37,28.98,11.52,1.4
Finland,17:00,12.96,3.12,26.34,5.04,11.24,28.55,11.25,1.51
Finland,17:10,12.43,2.41,25.92,5.43,11.73,29.01,11.56,1.51
Finland,17:20,12.58,2.01,26.18,5.34,11.11,29.17,11.99,1.63
Finland,17:30,11.86,1.77,25.95,5.26,9.79,30.64,12.99,1.73
Finland,17:40,11.62,1.53,24.94,5.54,9.72,31.32,13.64,1.69
Finland,17:50,11.4,1.51,24.22,5.73,9.29,31.19,14.94,1.73
Finland,18:00,10.89,1.3,23.2,5.77,9.37,29.86,17.86,1.75
Finland,18:10,10.63,1.07,22.65,5.55,9.48,30.3,18.67,1.65
Finland,18:20,10.48,1.18,21.86,5.71,8.17,31,19.93,1.67
Finland,18:30,9.88,1.15,20.71,5.74,7.46,31.18,22.14,1.73
Finland,18:40,9.6,0.91,20.5,5.84,6.98,31.39,23.34,1.45
Finland,18:50,9.44,0.85,20.49,5.53,7.76,30.61,23.88,1.44
Finland,19:00,8.48,0.96,19.82,6.31,6.93,29.76,26.03,1.71
Finland,19:10,8.41,0.5,18.89,6.46,7.32,30.59,26.26,1.58
Finland,19:20,8.26,0.5,18.36,6.41,6.72,31.82,26.38,1.56
Finland,19:30,7.8,0.56,18.24,6.5,6.13,30.63,28.73,1.39
Finland,19:40,7.62,0.58,18.06,6.31,6.17,29.71,30.18,1.36
Finland,19:50,7.37,0.48,17.69,6.43,6.78,29.54,30.13,1.58
Finland,20:00,7.06,0.78,18.78,7.71,7.71,28.54,27.9,1.52
Finland,20:10,7.11,0.67,17.67,7.84,7.74,27.37,29.88,1.72
Finland,20:20,6.86,0.62,16.87,7.4,6.95,26.76,32.52,2.02
Finland,20:30,6.17,0.84,14.93,7.41,6.54,23.49,38.9,1.72
Finland,20:40,5.96,0.76,13.96,7.62,7.28,22.56,40.01,1.85
Finland,20:50,5.87,0.53,14.33,8.52,7.61,22.3,39.11,1.72
Finland,21:00,5.12,0.88,14.72,12.27,7.17,21.64,36.47,1.73
Finland,21:10,5.16,0.75,13.25,12.3,7.48,21.89,37.55,1.64
Finland,21:20,5.15,0.54,12.18,13.15,6.13,22.03,39.17,1.65
Finland,21:30,4.82,0.64,10.66,15.71,5.48,21.16,39.79,1.74
Finland,21:40,4.74,0.54,9.18,17.28,4.86,20.87,40.87,1.64
Finland,21:50,4.82,0.47,8.54,20.72,3.78,19.44,40.44,1.78
Finland,22:00,3.91,0.94,7.1,32.07,2.58,17.17,34.52,1.7
Finland,22:10,3.76,0.83,6.08,33.5,2.9,17.4,33.88,1.63
Finland,22:20,3.64,0.42,5.19,38.32,2.98,18.22,29.8,1.42
Finland,22:30,3.57,0.36,4.76,44.79,2.54,17.29,25.46,1.23
Finland,22:40,3.48,0.3,3.7,47.85,2.06,17.26,24.19,1.15
Finland,22:50,3.23,0.26,3.25,51.63,1.92,15.94,22.7,1.06
Finland,23:00,2.88,0.2,2.99,62.87,1.6,12.92,15.54,1.01
Finland,23:10,2.63,0.22,2.45,65.16,1.5,12.87,14.27,0.89
Finland,23:20,2.56,0.16,2.07,68.34,1.18,12,12.87,0.83
Finland,23:30,2.45,0.08,1.8,72.63,1.14,10.48,10.66,0.76
Finland,23:40,2.23,0.09,1.3,75.24,1.09,9.89,9.53,0.63
Finland,23:50,2.12,0.08,1.11,78.14,0.88,9.07,7.85,0.74
Finland,0:00,1.87,0.12,0.77,83.68,0.83,7.02,5.16,0.55
Finland,0:10,1.77,0.08,0.84,85.3,0.61,6.55,4.41,0.43
Finland,0:20,1.75,0.08,0.73,86.59,0.36,6.16,3.97,0.36
Finland,0:30,1.69,0.05,0.63,88.21,0.5,5.31,3.26,0.35
Finland,0:40,1.56,0.05,0.66,89.24,0.52,4.75,2.88,0.32
Finland,0:50,1.49,0.03,0.55,90.26,0.46,4.38,2.53,0.29
Finland,1:00,1.29,0.02,0.5,92.72,0.49,3.38,1.38,0.22
Finland,1:10,1.26,0,0.39,93.02,0.48,3.34,1.29,0.22
Finland,1:20,1.22,0,0.36,93.86,0.29,3.15,0.95,0.17
Finland,1:30,1.17,0.01,0.3,94.59,0.4,2.73,0.62,0.18
Finland,1:40,1.21,0.02,0.31,94.96,0.25,2.56,0.55,0.14
Finland,1:50,1.19,0,0.28,95.24,0.26,2.44,0.44,0.16
Finland,2:00,1.13,0.02,0.45,95.57,0.17,2.21,0.29,0.18
Finland,2:10,1.14,0.03,0.25,95.7,0.22,2.22,0.25,0.19
Finland,2:20,1.12,0.06,0.31,95.89,0.14,1.99,0.29,0.21
Finland,2:30,1.19,0,0.26,96.13,0.14,1.87,0.24,0.17
Finland,2:40,1.16,0,0.15,96.38,0.21,1.72,0.17,0.2
Finland,2:50,1.16,0.11,0.28,96.4,0.2,1.5,0.14,0.21
Finland,3:00,1.27,0.03,0.31,96.45,0.16,1.49,0.12,0.17
Finland,3:10,1.23,0.05,0.26,96.54,0.15,1.46,0.12,0.19
Finland,3:20,1.22,0.05,0.18,96.78,0.15,1.32,0.1,0.2
Finland,3:30,1.22,0.08,0.23,96.76,0.18,1.19,0.17,0.17
Finland,3:40,1.23,0.09,0.22,96.78,0.14,1.11,0.15,0.28
Finland,3:50,1.21,0.19,0.35,96.85,0.12,0.98,0.08,0.22
France,4:00,1.12,0.16,0.26,97.23,0.36,0.6,0.12,0.14
France,4:10,1.15,0.16,0.16,97.3,0.4,0.59,0.12,0.11
France,4:20,1.18,0.24,0.2,96.94,0.65,0.6,0.13,0.06
France,4:30,1.23,0.52,0.24,96.88,0.4,0.54,0.11,0.07
France,4:40,1.36,0.64,0.17,96.7,0.4,0.53,0.12,0.09
France,4:50,1.5,0.66,0.22,96.52,0.4,0.49,0.1,0.11
France,5:00,1.97,0.5,0.36,95.69,0.77,0.48,0.09,0.14
France,5:10,2.01,0.5,0.36,95.51,0.93,0.49,0.08,0.11
France,5:20,2.1,0.49,0.48,95.3,0.94,0.52,0.07,0.09
France,5:30,2.28,0.68,0.69,94.1,1.4,0.63,0.08,0.13
France,5:40,2.35,0.91,0.7,93.7,1.49,0.61,0.09,0.15
France,5:50,2.48,1.12,0.9,93.19,1.38,0.66,0.1,0.18
France,6:00,3.33,0.93,2.01,89.03,3.27,0.98,0.17,0.28
France,6:10,3.52,1.06,2.04,87.86,3.93,1.12,0.19,0.28
France,6:20,3.77,1.32,2.43,86.74,3.98,1.16,0.25,0.36
France,6:30,4.61,1.68,3.69,81.94,5.91,1.49,0.37,0.32
France,6:40,5.02,2.11,3.93,80.31,6.27,1.59,0.38,0.39
France,6:50,5.48,2.75,4.75,77.95,6.65,1.58,0.39,0.44
France,7:00,7.24,3.16,8.04,68,10.16,2.29,0.45,0.66
France,7:10,7.78,3.93,7.98,65.38,11.39,2.36,0.48,0.7
France,7:20,8.5,4.55,9.18,62.44,11.44,2.66,0.54,0.7
France,7:30,10.85,5.6,12.08,54.75,12.15,3.06,0.59,0.91
France,7:40,12.11,7.09,12.14,52.12,11.5,3.4,0.63,1.03
France,7:50,13.7,7.46,12.75,50.06,10.68,3.47,0.67,1.22
France,8:00,19.86,4.66,16.48,40.26,12.17,4.11,0.71,1.74
France,8:10,21.37,4.59,16.83,37.87,12.45,4.44,0.77,1.69
France,8:20,22.57,4.82,18.11,35.57,11.39,4.95,0.77,1.81
France,8:30,25.7,3.87,20.84,30.67,10.17,5.36,0.9,2.5
France,8:40,26.65,3.83,21.54,28.95,9.88,5.76,0.92,2.47
France,8:50,27.71,3.64,22.34,27.63,9.1,5.88,0.96,2.75
France,9:00,30.99,1.69,26.57,21.05,8.11,7.18,1.14,3.28
France,9:10,31.51,1.41,27.34,19.86,8.42,7.46,1.24,2.76
France,9:20,32.1,1.31,28.65,18.77,7.35,7.88,1.25,2.69
France,9:30,33.11,0.97,31.03,16.42,5.79,8.73,0.97,2.99
France,9:40,33.51,0.85,31.8,15.48,5.59,9.07,0.98,2.73
France,9:50,33.71,0.84,32.18,14.6,5.04,9.45,1.03,3.15
France,10:00,34.03,0.72,33.48,11.66,3.93,10.75,1.1,4.33
France,10:10,34.22,0.57,34.83,11,3.64,11.07,1.22,3.46
France,10:20,34.31,0.6,35.2,10.41,3.15,11.54,1.29,3.5
France,10:30,34.3,0.57,35.74,8.8,2.88,12.24,1.59,3.88
France,10:40,34.45,0.52,36.63,8.13,2.51,12.47,1.72,3.58
France,10:50,34.53,0.52,36.45,7.75,2.3,12.54,1.84,4.06
France,11:00,34.03,0.67,37.13,6.02,2.5,12.78,2.25,4.61
France,11:10,33.97,0.67,37.9,5.63,2.5,12.93,2.27,4.11
France,11:20,33.97,0.59,38.25,5.3,2.54,12.94,2.29,4.12
France,11:30,32.58,0.82,37.76,4.87,4.36,12.35,2.93,4.34
France,11:40,31.96,1,37.84,4.44,5.47,12.04,3.11,4.14
France,11:50,30.87,1.3,37.19,4.27,7.43,11.28,3.1,4.55
France,12:00,18.63,4.72,22.78,3.28,35.73,7.91,2.4,4.55
France,12:10,17.14,2.9,20.34,3.1,43.12,7.31,2.45,3.64
France,12:20,16.2,1.82,18.11,2.87,48.54,6.77,2.53,3.16
France,12:30,12.01,1.95,15.12,3.28,55.2,5.33,3.99,3.12
France,12:40,12.04,1.8,15.22,3.48,54.13,5.74,4.91,2.67
France,12:50,12.37,1.82,15.73,3.71,52.22,5.81,5.65,2.7
France,13:00,14.06,2.44,18.77,6.65,35.89,7.24,12,2.95
France,13:10,14.69,2.45,18.63,6.8,34.88,7.39,12.44,2.71
France,13:20,15.86,3.19,18.74,7.23,32.18,7.77,12.43,2.6
France,13:30,21.27,2.6,20.69,9.36,21.58,9.87,10.97,3.66
France,13:40,22.61,2.75,20.53,9.99,19.59,10.7,10.46,3.36
France,13:50,23.63,3.03,20.37,10.16,17.52,11.27,10.35,3.68
France,14:00,29.42,1.33,20.61,10.3,8.54,15.07,9.46,5.26
France,14:10,30.03,1.17,20.62,10.29,7.81,15.71,9.69,4.67
France,14:20,30.34,1.16,20.71,10.36,7.29,16.24,9.76,4.14
France,14:30,31.22,1.01,22.19,9.42,5.08,17.96,8.78,4.34
France,14:40,31.37,0.79,22.72,9.37,4.7,18.76,8.2,4.08
France,14:50,31.36,0.83,22.71,9.38,4.59,19.18,7.87,4.07
France,15:00,31.34,1.05,24.41,6.6,3.36,22.22,5.83,5.18
France,15:10,31.35,0.97,24.97,6.43,3.3,22.91,5.67,4.4
France,15:20,31.39,0.92,24.96,6.29,3.15,23.47,5.63,4.2
France,15:30,30.83,1.12,25.48,5.49,2.96,24.54,5.48,4.11
France,15:40,30.86,1.04,25.32,5.37,2.92,24.76,5.55,4.19
France,15:50,30.79,1,25.22,5.18,3.15,24.77,5.54,4.35
France,16:00,29.66,1.39,25.38,4.04,4.37,24.76,5.31,5.09
France,16:10,29.44,1.35,25.99,3.9,4.05,25.17,5.4,4.69
France,16:20,29.37,1.16,26.21,3.9,3.93,25.49,5.5,4.44
France,16:30,28,1.91,26.5,3.75,3.78,25.22,5.6,5.24
France,16:40,27.61,1.87,26.43,3.68,4.03,25.49,5.74,5.16
France,16:50,27.4,1.78,26.29,3.64,3.96,25.4,5.86,5.67
France,17:00,23.83,3.96,26.3,3.63,3.97,24.6,7.12,6.58
France,17:10,23.56,3.51,27.3,3.77,3.92,25.27,7.38,5.29
France,17:20,23.08,3.19,27.74,3.76,3.78,25.68,7.63,5.14
France,17:30,20.77,3.8,28.83,3.83,3.23,25.64,8.46,5.44
France,17:40,20.23,3.33,29.65,4.02,3.27,25.77,8.7,5.02
France,17:50,19.84,3.05,29.48,4.04,3.29,25.96,8.9,5.45
France,18:00,15.99,4.28,30.39,4.08,4.01,23.37,11.02,6.87
France,18:10,15.77,3.62,31.12,4.26,4.23,23.55,11.64,5.8
France,18:20,15.36,3.28,31.24,4.32,4.56,23.35,12.44,5.45
France,18:30,13.49,2.97,32.29,4.74,6.05,21.51,13.31,5.63
France,18:40,13.03,2.63,33.18,4.66,6.85,21.01,13.24,5.4
France,18:50,12.63,2.49,32.83,4.65,8.36,20.64,12.86,5.54
France,19:00,9.49,2.9,26.52,3.94,25.43,15.5,10.7,5.53
France,19:10,9.04,2.42,25.68,3.85,27.86,15.29,11.07,4.8
France,19:20,8.52,2.28,24.78,3.72,30.71,14.78,11.08,4.13
France,19:30,7.09,2.18,22.88,3.73,37.07,12.58,10.7,3.78
France,19:40,6.73,1.75,22.49,3.79,37.49,12.41,11.49,3.87
France,19:50,6.51,1.44,22.26,3.82,37.8,12.11,12.36,3.7
France,20:00,4.76,1.38,17.37,4.14,38.34,10.06,20.66,3.3
France,20:10,4.64,1.15,16.07,4.03,38.56,10.05,22.6,2.9
France,20:20,4.49,1.05,15.88,4.29,36.71,10.34,24.58,2.65
France,20:30,4.27,1.02,15.71,5.95,26.95,11.78,31.85,2.48
France,20:40,4.33,0.88,14.37,6.49,24.36,12.46,34.71,2.39
France,20:50,4.36,0.73,13.28,6.72,22.64,12.61,37.2,2.47
France,21:00,4.01,0.72,8.89,10.86,12.52,12.96,47.81,2.22
France,21:10,4,0.58,7.92,10.85,12.49,13.23,49.03,1.9
France,21:20,4.05,0.45,7.1,11.15,11.93,13.59,50.16,1.58
France,21:30,4.01,0.3,5.8,13.73,9.16,13.91,51.56,1.53
France,21:40,3.98,0.3,5.27,14.65,8.63,13.82,51.91,1.44
France,21:50,3.91,0.26,4.89,15.31,8.31,13.93,51.93,1.47
France,22:00,3.24,0.45,3.77,25.73,6.23,12.11,46.26,2.21
France,22:10,3.2,0.36,3.38,26.98,6.06,12.22,45.94,1.86
France,22:20,3.22,0.27,3.3,28.71,5.83,12.28,44.79,1.62
France,22:30,2.71,0.24,3.34,44.7,4.46,11.64,31.1,1.8
France,22:40,2.67,0.15,2.87,48.15,4.25,11.79,28.4,1.72
France,22:50,2.57,0.13,2.59,50.82,4,11.79,26.37,1.73
France,23:00,1.93,0.2,1.83,70.71,2.8,9.09,11.42,2.02
France,23:10,1.88,0.19,1.53,72.58,2.69,9.02,10.49,1.63
France,23:20,1.82,0.13,1.35,74.32,2.53,8.85,9.71,1.28
France,23:30,1.61,0.1,0.9,81.06,2.12,6.59,6.52,1.1
France,23:40,1.53,0.12,0.73,82.43,1.92,6.03,6.25,0.98
France,23:50,1.51,0.14,0.63,83.61,1.83,5.59,5.81,0.88
France,0:00,1.23,0.13,0.61,88.32,1.31,3.95,3.34,1.11
France,0:10,1.17,0.17,0.59,89.03,1.23,3.82,3.14,0.85
France,0:20,1.14,0.12,0.58,89.57,1.2,3.71,3.02,0.67
France,0:30,1.1,0.08,0.34,91.62,0.91,3.31,2.12,0.53
France,0:40,1.09,0.08,0.32,92.11,0.84,3.22,1.95,0.39
France,0:50,1.08,0.06,0.3,92.43,0.79,3.06,1.84,0.45
France,1:00,0.96,0.05,0.26,94.72,0.57,2.16,0.73,0.56
France,1:10,0.96,0.05,0.2,94.89,0.56,2.14,0.75,0.45
France,1:20,0.96,0.04,0.17,95,0.54,2.16,0.75,0.39
France,1:30,0.9,0.03,0.18,95.81,0.39,1.84,0.57,0.28
France,1:40,0.89,0.04,0.14,95.98,0.36,1.81,0.51,0.27
France,1:50,0.88,0.06,0.13,96.12,0.33,1.75,0.48,0.25
France,2:00,0.82,0.07,0.17,96.87,0.26,1.31,0.23,0.28
France,2:10,0.82,0.09,0.15,96.93,0.24,1.32,0.23,0.22
France,2:20,0.82,0.06,0.1,97.07,0.25,1.28,0.23,0.19
France,2:30,0.81,0.05,0.16,97.23,0.21,1.14,0.22,0.17
France,2:40,0.83,0.04,0.17,97.29,0.15,1.12,0.2,0.19
France,2:50,0.82,0.05,0.2,97.32,0.17,1.09,0.2,0.15
France,3:00,0.84,0.08,0.15,97.5,0.19,0.9,0.13,0.21
France,3:10,0.86,0.07,0.13,97.55,0.17,0.87,0.13,0.22
France,3:20,0.87,0.06,0.12,97.55,0.2,0.89,0.14,0.17
France,3:30,0.88,0.15,0.12,97.65,0.16,0.76,0.12,0.16
France,3:40,0.89,0.22,0.13,97.51,0.18,0.81,0.12,0.14
France,3:50,0.92,0.25,0.14,97.47,0.21,0.76,0.13,0.13
Estonia,4:00,1.63,0.09,0.41,97.32,0.05,0.47,0.01,0.02
Estonia,4:10,1.78,0.09,0.54,96.92,0.18,0.46,0.02,0.02
Estonia,4:20,1.89,0.08,0.65,96.78,0.19,0.38,0.01,0.02
Estonia,4:30,1.97,0.08,0.67,96.71,0.11,0.42,0.02,0.02
Estonia,4:40,2.03,0.15,0.72,96.33,0.25,0.49,0.02,0.02
Estonia,4:50,2.04,0.23,0.92,95.98,0.24,0.56,0.02,0.02
Estonia,5:00,2.19,0.3,0.98,95.53,0.25,0.71,0.02,0.03
Estonia,5:10,2.26,0.35,1.09,94.87,0.62,0.74,0.02,0.05
Estonia,5:20,2.41,0.54,1.42,94.01,0.68,0.88,0.02,0.05
Estonia,5:30,2.59,0.69,1.63,93.28,0.62,1.12,0.02,0.05
Estonia,5:40,2.79,1.03,2.12,92.02,0.79,1.15,0.03,0.05
Estonia,5:50,3.1,1.18,2.45,90.84,1.05,1.27,0.06,0.07
Estonia,6:00,3.81,0.94,3.36,88.77,1.31,1.71,0.06,0.04
Estonia,6:10,4.02,1.33,4.97,85.46,1.93,2.13,0.09,0.07
Estonia,6:20,4.42,1.61,6.62,81.75,2.96,2.44,0.13,0.07
Estonia,6:30,4.82,2.11,8.03,78.41,3.5,2.8,0.24,0.09
Estonia,6:40,5.24,3.02,9.57,74.73,3.9,3.22,0.25,0.07
Estonia,6:50,5.81,3.79,10.71,70.69,4.94,3.61,0.4,0.06
Estonia,7:00,7.18,3.84,13.14,65.44,5.59,4.06,0.62,0.12
Estonia,7:10,7.34,5.18,15.1,59.7,7.26,4.58,0.7,0.14
Estonia,7:20,7.86,6.83,16.77,53.43,9.53,4.69,0.78,0.12
Estonia,7:30,9.46,8.95,17.21,48.9,9.37,4.96,0.94,0.2
Estonia,7:40,10.73,10.44,17.42,45.42,9.07,5.48,1.23,0.21
Estonia,7:50,14.16,9.85,17.87,42.91,7.38,5.8,1.73,0.3
Estonia,8:00,21.97,5.74,17.9,37.96,7.76,6.19,2.22,0.27
Estonia,8:10,23.87,5.26,19.48,34.02,7.87,6.65,2.58,0.26
Estonia,8:20,25.27,5.14,21.27,30.07,8.18,6.89,2.97,0.21
Estonia,8:30,27.39,4.36,22.67,26.67,8.43,7.27,2.99,0.23
Estonia,8:40,28.55,4.39,23.3,24.5,8.09,7.56,3.42,0.19
Estonia,8:50,30.06,4.15,24.06,21.72,7.94,8.15,3.67,0.24
Estonia,9:00,32.41,2.34,24.46,19.73,8.66,8.51,3.68,0.2
Estonia,9:10,33.24,2.23,25.82,17.54,8.59,8.38,3.98,0.21
Estonia,9:20,33.78,2.14,27.22,15.02,8.25,9.1,4.24,0.25
Estonia,9:30,34.37,2.01,28.61,13.19,7.34,9.88,4.38,0.22
Estonia,9:40,34.74,2,30.15,11.82,6.95,9.72,4.39,0.21
Estonia,9:50,35.36,1.93,30.25,10.93,6.42,9.92,4.93,0.27
Estonia,10:00,35.62,1.31,31.18,9.76,6.35,10.07,5.5,0.21
Estonia,10:10,35.79,1.11,31.94,8.48,6.36,10.63,5.47,0.22
Estonia,10:20,36.36,1.1,32.51,7.46,5.36,11.34,5.68,0.2
Estonia,10:30,36.46,1.03,33.25,6.44,4.83,11.89,5.88,0.21
Estonia,10:40,36.66,0.87,33.13,6.23,4.27,12.46,6.1,0.29
Estonia,10:50,36.72,0.85,33.17,6.1,3.87,12.86,6.15,0.28
Estonia,11:00,36.51,0.86,33.88,5.76,3.76,12.98,5.87,0.38
Estonia,11:10,36.86,0.69,34.48,5.2,3.4,13.22,5.78,0.35
Estonia,11:20,36.91,0.79,34.18,4.66,3.51,13.87,5.79,0.29
Estonia,11:30,35.58,0.93,34.53,4.6,3.96,14.68,5.28,0.44
Estonia,11:40,35.33,0.99,34.5,4.44,4.18,14.93,5.21,0.41
Estonia,11:50,33.74,1.42,33.89,4.58,5.8,15.09,5.03,0.45
Estonia,12:00,28.75,2.34,33.51,4.12,10.83,15.69,4.38,0.38
Estonia,12:10,28.56,1.2,33.55,3.58,12.47,15.67,4.51,0.45
Estonia,12:20,29.13,1.1,33.22,3.73,12.27,15.61,4.45,0.49
Estonia,12:30,30.57,1.17,32.91,3.82,9.93,16.76,4.39,0.46
Estonia,12:40,31.23,1.45,32.53,4,8.61,17.39,4.37,0.42
Estonia,12:50,31.53,2.26,31.95,3.97,8.39,17.19,4.29,0.42
Estonia,13:00,32.18,1.59,31.5,4.01,10.13,16.5,3.61,0.48
Estonia,13:10,32.96,1.14,31,4.13,10.56,15.99,3.79,0.43
Estonia,13:20,33.43,1.15,30.5,4.1,10.3,16.4,3.72,0.42
Estonia,13:30,33.78,0.99,30.86,4.21,9.08,16.7,3.9,0.47
Estonia,13:40,33.87,1.04,31.07,4.34,8,17.45,3.81,0.41
Estonia,13:50,34.19,1.16,30.11,4.85,8.05,17.55,3.69,0.41
Estonia,14:00,33.66,1.58,28.85,4.62,9.42,17.45,3.97,0.45
Estonia,14:10,34.11,1.27,28.76,4.19,9.8,17.38,4.08,0.41
Estonia,14:20,34.41,1.24,28.38,4.2,8.82,18.53,4.09,0.34
Estonia,14:30,34.27,1.51,28.53,4.63,7.87,18.84,4.05,0.3
Estonia,14:40,34.35,1.54,28.74,4.54,7.11,19.22,4.26,0.24
Estonia,14:50,34.18,1.28,28.02,4.89,7,19.91,4.45,0.28
Estonia,15:00,33.81,1.67,27.79,4.9,7.3,19.46,4.74,0.32
Estonia,15:10,33.69,1.43,28.23,4.64,6.86,19.89,4.9,0.37
Estonia,15:20,33.49,1.55,27.74,4.66,6.42,20.16,5.57,0.41
Estonia,15:30,33.14,1.54,28.38,4.44,5.45,20.73,5.97,0.35
Estonia,15:40,33.18,1.5,28.89,4.16,4.73,20.76,6.36,0.42
Estonia,15:50,32.77,1.62,28.35,4.59,4.99,20.34,6.89,0.45
Estonia,16:00,30.42,2.73,28.72,4.43,5.26,19.76,8.3,0.39
Estonia,16:10,29.89,2.87,28.39,4.27,5.43,19.84,8.79,0.51
Estonia,16:20,29.34,2.73,28.47,4.62,4.8,20.19,9.34,0.51
Estonia,16:30,27.15,3.83,29.07,4.73,5.17,19.97,9.58,0.49
Estonia,16:40,26.67,3.65,29.73,4.33,4.68,20.33,10.08,0.53
Estonia,16:50,25.36,4.11,29.71,4.39,5.1,20.05,10.75,0.53
Estonia,17:00,20.05,7.22,30.43,5.07,6.1,19.32,11.16,0.65
Estonia,17:10,18.45,6.35,30.61,5.14,7.52,19.7,11.65,0.58
Estonia,17:20,17.87,5.25,32,4.95,7.51,19.79,12.14,0.5
Estonia,17:30,16.89,4.26,32.62,5.12,7.68,20.07,12.82,0.54
Estonia,17:40,16.76,3.48,32.58,4.91,8.01,20.45,13.34,0.47
Estonia,17:50,16.22,2.93,31.03,5.15,10.2,20.31,13.71,0.44
Estonia,18:00,14.64,3.24,30,5.08,12.87,19.47,14.2,0.49
Estonia,18:10,14.33,2.62,28.95,4.74,13,19.99,15.9,0.47
Estonia,18:20,14.12,1.96,28.33,4.33,12.27,20.59,17.74,0.66
Estonia,18:30,13.45,1.75,27.55,4.51,11.22,20.87,20.03,0.61
Estonia,18:40,13.09,1.64,26.78,4.49,10.71,21.19,21.27,0.83
Estonia,18:50,12.74,1.64,25.76,4.28,11.38,20.79,22.65,0.76
Estonia,19:00,11.15,2.48,24.53,4.76,12.96,19.17,24.19,0.76
Estonia,19:10,10.63,2.38,24.54,4.16,12.36,19.73,25.43,0.77
Estonia,19:20,10.43,2.04,24.74,4.34,11.2,19.49,26.88,0.87
Estonia,19:30,10.03,1.83,25.07,4.31,10.5,19.74,27.67,0.85
Estonia,19:40,9.72,1.55,24.74,4.4,9.62,19.97,29.21,0.79
Estonia,19:50,9.48,1.23,23.4,4.61,9.65,20,30.86,0.78
Estonia,20:00,7.63,1.73,21.03,5.62,10.73,20.09,32.37,0.8
Estonia,20:10,7.41,1.83,19.99,5.63,10.04,20.37,33.84,0.9
Estonia,20:20,7.08,1.55,19.86,5.56,9.29,20.08,35.86,0.73
Estonia,20:30,7.15,1.29,19.16,6.05,7.85,19.29,38.37,0.83
Estonia,20:40,7.12,1.16,18.34,6.38,7.31,19.42,39.57,0.71
Estonia,20:50,6.84,1.15,16.96,7.88,7.18,17.8,41.47,0.72
Estonia,21:00,5.8,1.1,14.88,10.99,6.48,15.95,43.98,0.82
Estonia,21:10,5.82,0.87,14.14,11.62,6.1,15.64,44.99,0.81
Estonia,21:20,5.93,0.76,13.59,12.91,4.96,15.89,44.96,1.02
Estonia,21:30,5.89,0.62,12.74,16.97,5.04,16.57,41,1.17
Estonia,21:40,5.52,0.53,12.23,19.41,4.47,16.72,40.12,1
Estonia,21:50,5.46,0.55,11.12,23.76,3.69,16.42,38.08,0.92
Estonia,22:00,5.12,0.74,9.6,31.34,3.1,16.16,32.87,1.07
Estonia,22:10,4.91,0.69,8.48,34.2,3.04,15.79,31.75,1.14
Estonia,22:20,4.71,0.71,7.18,39.28,2.53,15.25,29.22,1.12
Estonia,22:30,4.45,0.66,6.23,44.59,2.09,14.7,26.28,1
Estonia,22:40,4.32,0.66,5.19,47.82,1.91,14.33,24.79,0.99
Estonia,22:50,4.06,0.55,4.48,55.01,1.56,12.86,20.88,0.61
